# Chunk-averaged data for fix 5 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number v_T vx vy vz v_vx2 v_vy2 v_vz2 c_cols[1] c_cols[2] c_cols[3] c_cols[4] c_cols[5] c_cols[6]
1000000 800 500000.00000000064
  499 124.625 0.161364 0.00161364 107264 -16.5288 33.1424 8.67727 80858.3 56888.5 184045 0 0 0 0 0 0
  500 124.875 0.165894 0.00165894 106506 -14.9984 43.5888 4.34238 78987.6 57567.7 182962 0 0 0 0 0 0
  501 125.125 0.172184 0.00172184 102429 -19.884 35.6529 21.2021 76363.7 58338.7 172584 0 0 0 0 0 0
  502 125.375 0.18303 0.0018303 105152 -28.3442 40.6794 22.1587 82433.4 54171.7 178852 0 0 0 0 0 0
  503 125.625 0.20477 0.0020477 107697 -29.3245 52.6481 17.8083 83595.8 56311.9 183183 0 0 0 0 0 0
  504 125.875 0.191828 0.00191828 105135 -28.6937 38.9674 17.2517 79863.1 54470.4 181073 0 0 0 0 0 0
  505 126.125 0.154358 0.00154358 112768 -16.6447 30.941 3.83331 80851.2 59286.8 198167 0 0 0 0 0 0
  506 126.375 0.157918 0.00157918 109307 -24.2952 27.4568 3.10305 78833.4 54014.3 195072 0 0 0 0 0 0
  507 126.625 0.162318 0.00162318 109931 -23.1239 28.6973 0.938416 82008.2 54361.4 193425 0 0 0 0 0 0
  508 126.875 0.1681 0.001681 113731 -37.1444 33.8737 12.9362 84294.8 55726.9 201170 0 0 0 0 0 0
  509 127.125 0.177458 0.00177458 112922 -36.4639 44.9325 29.7681 87439.1 61013.7 190312 0 0 0 0 0 0
  510 127.375 0.201328 0.00201328 109518 -37.1084 38.8233 33.6962 88675.1 54701 185179 0 0 0 0 0 0
  511 127.625 0.169968 0.00169968 113130 -37.3607 39.7708 23.4189 91150.8 56456 191785 0 0 0 0 0 0
  512 127.875 0.187022 0.00187022 111606 -45.018 45.9516 21.5465 90268.7 55359.2 189191 0 0 0 0 0 0
  513 128.125 0.179196 0.00179196 114058 -53.4125 36.0439 21.8774 90766.1 57429.3 193979 0 0 0 0 0 0
  514 128.375 0.16724 0.0016724 114020 -38.2891 43.8062 31.9302 91005.1 60826.3 190228 0 0 0 0 0 0
  515 128.625 0.176128 0.00176128 114363 -49.2515 38.0146 22.9563 97827.4 53718.5 191543 0 0 0 0 0 0
  516 128.875 0.196374 0.00196374 114499 -41.3718 34.8797 30.0816 98524.4 55317.4 189656 0 0 0 0 0 0
  517 129.125 0.192542 0.00192542 114060 -38.8755 37.3614 33.9576 96255.2 56652.7 189272 0 0 0 0 0 0
  518 129.375 0.207484 0.00207484 108479 -36.5035 41.1401 31.9382 86088.8 58090.5 181257 0 0 0 0 0 0
  519 129.625 0.195672 0.00195672 105864 -38.3622 36.9744 46.9908 88197 54659.3 174737 0 0 0 0 0 0
  520 129.875 0.164952 0.00164952 117012 -62.9776 40.0882 56.129 115446 55500.7 180088 0 0 0 0 0 0
  521 130.125 0.17675 0.0017675 103050 -45.9233 45.7768 40.6044 82960.5 52495.3 173695 0 0 0 0 0 0
  522 130.375 0.170792 0.00170792 109138 -49.6056 58.4703 22.2822 85765.1 60255.6 181393 0 0 0 0 0 0
  523 130.625 0.132902 0.00132902 111348 -40.032 48.988 20.0754 85739.9 63108 185197 0 0 0 0 0 0
  524 130.875 0.136368 0.00136368 105499 -34.6937 37.8454 23.3805 76568.2 62134.7 177794 0 0 0 0 0 0
  525 131.125 0.140818 0.00140818 107105 -36.7282 38.2274 13.841 75173.8 63447.4 182693 0 0 0 0 0 0
  526 131.375 0.1469 0.001469 106183 -34.4053 36.7997 21.9522 76677.9 65391.6 176481 0 0 0 0 0 0
  527 131.625 0.156736 0.00156736 102581 -39.0834 29.5893 38.9874 77945.5 58310.2 171488 0 0 0 0 0 0
  528 131.875 0.183454 0.00183454 106729 -52.2171 36.6843 31.1604 80912 67165.5 172110 0 0 0 0 0 0
  529 132.125 0.16884 0.0016884 99009.1 -38.1397 24.1919 34.1593 79231.4 53504.8 164291 0 0 0 0 0 0
  530 132.375 0.134764 0.00134764 103624 -35.3262 46.5308 23.3874 81496.9 58232.4 171144 0 0 0 0 0 0
  531 132.625 0.150966 0.00150966 108344 -43.4471 59.3964 20.8463 88924 62378.7 173730 0 0 0 0 0 0
  532 132.875 0.140444 0.00140444 110608 -40.8764 49.3294 21.7788 95403.8 62463.8 173957 0 0 0 0 0 0
  533 133.125 0.1293 0.001293 111234 -39.5692 48.6396 14.6819 94283.3 60988.6 178431 0 0 0 0 0 0
  534 133.375 0.145646 0.00145646 108205 -41.0562 51.6513 14.0836 92474.8 58217.3 173923 0 0 0 0 0 0
  535 133.625 0.132956 0.00132956 109565 -39.1602 49.8418 12.9366 91400.8 62494 174800 0 0 0 0 0 0
  536 133.875 0.12172 0.0012172 109039 -37.8542 48.8432 16.007 97276.2 60449.6 169391 0 0 0 0 0 0
  537 134.125 0.131904 0.00131904 114035 -26.7658 62.0244 18.1428 96166.2 71102.5 174836 0 0 0 0 0 0
  538 134.375 0.139454 0.00139454 110978 -25.5797 58.069 21.6356 90444.2 68388 174101 0 0 0 0 0 0
  539 134.625 0.115442 0.00115442 107679 -39.716 45.262 29.3612 88769.5 60920.5 173346 0 0 0 0 0 0
  540 134.875 0.141266 0.00141266 110662 -43.6513 55.3006 26.6787 91166.6 67218.2 173601 0 0 0 0 0 0
  541 135.125 0.09784 0.0009784 113384 -53.6599 49.3044 20.6247 96522.3 70093.3 173536 0 0 0 0 0 0
  542 135.375 0.098586 0.00098586 104024 -34.073 40.1162 13.6579 82231.2 60206.3 169634 0 0 0 0 0 0
  543 135.625 0.09939 0.0009939 105310 -35.366 40.6772 10.4577 81211.4 62523.3 172197 0 0 0 0 0 0
  544 135.875 0.100222 0.00100222 103074 -28.4474 39.6603 23.2086 80348.2 61451.3 167422 0 0 0 0 0 0
  545 136.125 0.10117 0.0010117 105549 -28.3686 33.2233 22.8084 78839.8 71506.4 166300 0 0 0 0 0 0
  546 136.375 0.10215 0.0010215 106356 -32.8229 32.3469 29.2048 83434.8 58905.7 176726 0 0 0 0 0 0
  547 136.625 0.103236 0.00103236 110762 -36.9619 39.9309 12.4614 83322.6 62902.3 186062 0 0 0 0 0 0
  548 136.875 0.104444 0.00104444 111870 -31.9484 51.7003 17.4281 83446.6 67696.9 184468 0 0 0 0 0 0
  549 137.125 0.10578 0.0010578 114485 -18.8303 29.551 14.7882 87835.3 66725.2 188895 0 0 0 0 0 0
  550 137.375 0.107336 0.00107336 113831 -45.8148 35.9691 25.2146 112245 62819.7 166428 0 0 0 0 0 0
  551 137.625 0.109198 0.00109198 112904 -46.9782 32.8283 5.64497 111484 62359.6 164867 0 0 0 0 0 0
  552 137.875 0.11154 0.0011154 115418 -46.6546 35.7455 -2.94405 112748 64602.1 168903 0 0 0 0 0 0
  553 138.125 0.114832 0.00114832 117031 -51.3602 40.5758 21.2759 111603 59183 180305 0 0 0 0 0 0
  554 138.375 0.120458 0.00120458 119991 -59.3935 52.8526 17.8267 113191 66460 180322 0 0 0 0 0 0
  555 138.625 0.145814 0.00145814 127141 -32.1108 46.1203 45.1277 111085 63118.3 207221 0 0 0 0 0 0
  556 138.875 0.10353 0.0010353 116282 -47.1376 41.327 20.6341 100487 65393 182965 0 0 0 0 0 0
  557 139.125 0.104888 0.00104888 110310 -41.4101 36.5578 13.1872 83782.8 63038.9 184108 0 0 0 0 0 0
  558 139.375 0.106412 0.00106412 110211 -34.7311 34.0425 15.6017 85744.3 59470.9 185418 0 0 0 0 0 0
  559 139.625 0.10822 0.0010822 114401 -41.2492 28.1156 -4.65484 86494.6 63712.9 192997 0 0 0 0 0 0
  560 139.875 0.11041 0.0011041 112946 -36.9707 41.1326 3.68542 86192.5 59870.8 192774 0 0 0 0 0 0
  561 140.125 0.113276 0.00113276 114729 -36.6998 37.3237 -1.05454 87892 64235.8 192059 0 0 0 0 0 0
  562 140.375 0.117608 0.00117608 119101 -32.0924 47.0734 16.1487 92605.4 72274.4 192423 0 0 0 0 0 0
  563 140.625 0.127082 0.00127082 118044 -43.931 41.5295 18.2999 93462.1 66917.9 193752 0 0 0 0 0 0
  564 140.875 0.13282 0.0013282 119362 -56.3113 41.8864 8.78941 91647.2 70325 196113 0 0 0 0 0 0
  565 141.125 0.105518 0.00105518 119435 -52.3297 32.6292 3.1513 94470.9 67775.6 196058 0 0 0 0 0 0
  566 141.375 0.107556 0.00107556 109346 -39.2855 31.2344 1.37107 85190.6 64451.4 178395 -8.91435 -2.9315 -8.6236 5.09064 8.75091 -5.02576
  567 141.625 0.111052 0.00111052 106737 -37.9976 22.3095 14.0532 82240.3 67015.5 170956 -14.4175 -9.85049 -23.4984 11.7928 18.2973 -15.2044
  568 141.875 0.11481 0.0011481 100834 -39.1685 25.0631 12.1148 71744.1 62878.8 167880 -33.8662 -17.9033 -45.4104 24.0536 38.7334 -28.4642
  569 142.125 0.122418 0.00122418 96449.8 -40.6988 19.6438 23.8476 67916.9 58432.5 163000 0 0 0 0 0 0
  570 142.375 0.135846 0.00135846 97863.7 -47.7633 12.1763 25.6358 71071 56782.4 165738 0 0 0 0 0 0
  571 142.625 0.102626 0.00102626 101189 -41.5963 13.0958 16.2585 74320.6 60295.1 168950 0 0 0 0 0 0
  572 142.875 0.104148 0.00104148 104148 -39.469 14.577 22.829 76220.8 66742.3 169481 0 0 0 0 0 0
  573 143.125 0.105866 0.00105866 101036 -44.6273 14.8161 13.0598 73267.7 60204.9 169634 0 0 0 0 0 0
  574 143.375 0.10795 0.0010795 98678.1 -43.4654 17.0566 20.5687 72088.3 58177.3 165769 0 0 0 0 0 0
  575 143.625 0.11054 0.0011054 97902 -32.2673 9.4928 27.0932 69925.5 60119.1 163662 0 0 0 0 0 0
  576 143.875 0.11416 0.0011416 100446 -29.3378 25.2393 22.2637 70333 64726.1 166278 0 0 0 0 0 0
  577 144.125 0.120296 0.00120296 95860.8 -33.1664 19.3273 38.5422 68306.7 57955.5 161320 0 0 0 0 0 0
  578 144.375 0.145074 0.00145074 96189.3 -27.5154 10.3607 40.094 67761.3 59604.3 161202 0 0 0 0 0 0
  579 144.625 0.104192 0.00104192 115181 -57.2403 25.0118 23.513 102209 62761.6 180573 0 0 0 0 0 0
  580 144.875 0.106356 0.00106356 114733 -43.0473 25.4305 12.9301 83000.2 62511.9 198688 0 0 0 0 0 0
  581 145.125 0.10916 0.0010916 116682 -40.5251 28.3924 3.58085 82605.3 66922.4 200519 0 0 0 0 0 0
  582 145.375 0.113546 0.00113546 117175 -48.5442 37.4381 2.10476 85319.7 64373.4 201831 -41.7734 -22.567 -0.304081 -30.4961 3.36747 2.35884
  583 145.625 0.12167 0.0012167 124058 -56.3428 40.7397 -1.77653 89219.3 67284.6 215671 -38.7892 -3.23673 -0.96731 -11.1114 -4.06381 -1.33484
  584 145.875 0.137092 0.00137092 116822 -57.4831 21.8917 28.3884 87275 64929.9 198260 0 0 0 0 0 0
  585 146.125 0.103414 0.00103414 117539 -44.8295 24.1885 26.7229 89336.2 62233.9 201045 0 0 0 0 0 0
  586 146.375 0.105776 0.00105776 116923 -40.6734 32.5492 27.6501 86967.6 63474.4 200326 0 0 0 0 0 0
  587 146.625 0.108678 0.00108678 119522 -44.845 36.4919 16.9617 90597.2 66565.5 201404 0 0 0 0 0 0
  588 146.875 0.112572 0.00112572 120139 -43.2404 34.1711 24.0051 94090.5 70428.4 195898 0 0 0 0 0 0
  589 147.125 0.118302 0.00118302 115509 -39.4938 33.3517 35.8336 83496.3 70241.2 192791 0 0 0 0 0 0
  590 147.375 0.129444 0.00129444 116624 -31.4991 38.2454 30.011 86198.2 67372.3 196300 0 0 0 0 0 0
  591 147.625 0.143402 0.00143402 117268 -29.9536 35.368 24.9157 86302.8 67392.5 198108 0 0 0 0 0 0
  592 147.875 0.125462 0.00125462 115812 -48.2558 52.2344 22.6325 84154.3 63243.5 200038 0 0 0 0 0 0
  593 148.125 0.144964 0.00144964 109991 -36.2205 38.0736 31.6337 83178.7 59642.6 187152 0 0 0 0 0 0
  594 148.375 0.092394 0.00092394 114725 -55.9268 42.2789 8.8565 84018.8 60692.5 199464 0 0 0 0 0 0
  595 148.625 0.08288 0.0008288 117619 -62.2358 61.8915 5.99509 89256.4 64018.2 199582 0 0 0 0 0 0
  596 148.875 0.083414 0.00083414 115155 -61.4909 47.4338 11.8687 89278.4 57614.4 198574 0 0 0 0 0 0
  597 149.125 0.083976 0.00083976 113397 -58.3451 46.1389 20.2453 86008.2 56813.6 197368 0 0 0 0 0 0
  598 149.375 0.084534 0.00084534 109636 -54.3152 39.0217 25.5123 79108 59667.8 190131 0 0 0 0 0 0
  599 149.625 0.085134 0.00085134 114392 -48.0144 48.9679 20.1581 84054 60412 198710 0 0 0 0 0 0
  600 149.875 0.085772 0.00085772 110050 -48.7799 41.1831 17.3785 78209.4 60283.9 191658 0 0 0 0 0 0
  601 150.125 0.086396 0.00086396 103294 -53.0133 43.4414 10.0761 80054.8 53905.6 175920 0 0 0 0 0 0
  602 150.375 0.087092 0.00087092 103958 -52.5173 38.3597 7.82345 78170.1 58430.3 175275 0 0 0 0 0 0
  603 150.625 0.08781 0.0008781 105331 -49.7631 50.0391 3.06903 78176.6 60350.5 177465 0 0 0 0 0 0
  604 150.875 0.088544 0.00088544 101144 -47.5825 34.6948 -11.1559 77489.2 55175.5 170768 0 0 0 0 0 0
  605 151.125 0.08933 0.0008933 107750 -39.5175 48.5893 -13.8216 81105.4 66757.6 175387 0 0 0 0 0 0
  606 151.375 0.09017 0.0009017 106911 -40.1808 48.0556 -16.6774 80452.6 65043.4 175237 0 0 0 0 0 0
  607 151.625 0.091084 0.00091084 113405 -42.2791 52.2015 -1.94639 83984.7 64008.7 192221 0 0 0 0 0 0
  608 151.875 0.09199 0.0009199 125853 -64.5897 53.3283 13.8627 114708 63413 199440 0 0 0 0 0 0
  609 152.125 0.093036 0.00093036 114676 -52.342 43.1667 1.68079 85400 64680.5 193946 0 0 0 0 0 0
  610 152.375 0.09413 0.0009413 116591 -49.2714 49.9693 -0.840564 86359.6 69083.1 194330 0 0 0 0 0 0
  611 152.625 0.09535 0.0009535 115203 -56.8906 37.5353 7.05559 88233.9 66403.8 190972 0 0 0 0 0 0
  612 152.875 0.096652 0.00096652 108769 -50.5844 28.4449 12.8223 81685.2 55419.2 189203 0 0 0 0 0 0
  613 153.125 0.09815 0.0009815 111668 -54.3064 29.7008 0.112363 84577.7 57734.4 192691 0 0 0 0 0 0
  614 153.375 0.099844 0.00099844 114373 -56.9415 37.407 9.07104 87772.3 63544.6 191803 0 0 0 0 0 0
  615 153.625 0.101846 0.00101846 113914 -51.58 33.8299 6.12169 89398.4 58520.7 193821 0 0 0 0 0 0
  616 153.875 0.10431 0.0010431 119317 -66.5596 28.3552 -9.93458 97223.1 60926.8 199800 0 0 0 0 0 0
  617 154.125 0.107584 0.00107584 110785 -61.5272 24.6792 18.7851 94400.5 56806.1 181148 0 0 0 0 0 0
  618 154.375 0.112814 0.00112814 110168 -65.9821 35.6151 24.3217 90576 63025 176902 0 0 0 0 0 0
  619 154.625 0.128284 0.00128284 107269 -60.7316 20.1861 38.0348 89128.7 59100.6 173577 0 0 0 0 0 0
  620 154.875 0.113682 0.00113682 108837 -56.7952 32.3811 27.8106 89528.1 60501.2 176483 0 0 0 0 0 0
  621 155.125 0.099538 0.00099538 107660 -64.1392 40.5928 18.9703 89002 56383.1 177596 0 0 0 0 0 0
  622 155.375 0.10153 0.0010153 105434 -54.5721 46.0417 26.2537 86541.2 53393.8 176367 0 0 0 0 0 0
  623 155.625 0.103802 0.00103802 104307 -53.31 45.6982 26.351 85664.2 52046.4 175210 0 0 0 0 0 0
  624 155.875 0.106502 0.00106502 117548 -60.7553 46.4133 27.8393 88432 51198.1 213013 0 0 0 0 0 0
  625 156.125 0.109808 0.00109808 111228 -57.7988 59.8537 18.2423 88689.9 60812 184181 0 0 0 0 0 0
  626 156.375 0.114042 0.00114042 106370 -56.4886 39.8702 20.0508 84126.5 55944.8 179038 0 0 0 0 0 0
  627 156.625 0.119974 0.00119974 107220 -53.8367 45.1598 22.8308 86631.9 57323.6 177705 0 0 0 0 0 0
  628 156.875 0.129974 0.00129974 106549 -53.8873 48.0821 26.4411 84624.3 59280.2 175741 0 0 0 0 0 0
  629 157.125 0.156264 0.00156264 106080 -61.4684 40.6894 21.3289 83226.8 55090.7 179922 0 0 0 0 0 0
  630 157.375 0.132918 0.00132918 110097 -66.4518 43.5149 12.1772 87090.4 61084.6 182116 0 0 0 0 0 0
  631 157.625 0.152492 0.00152492 112889 -61.0129 59.1764 17.4739 92134.1 67283.9 179249 0 0 0 0 0 0
  632 157.875 0.089862 0.00089862 111273 -51.0563 53.0551 25.0556 91093.2 64734.4 177991 0 0 0 0 0 0
  633 158.125 0.09317 0.0009317 111823 -54.4744 49.9379 17.9084 90459.7 62506.1 182503 0 0 0 0 0 0
  634 158.375 0.097696 0.00097696 112018 -59.0909 41.2519 9.35267 91891.2 57571.9 186592 0 0 0 0 0 0
  635 158.625 0.106708 0.00106708 116352 -63.4422 62.5987 8.27392 91721.3 70784.1 186552 -71.2485 -0.519688 -1.30679 -3.73954 -9.64542 -0.524376
  636 158.875 0.1435 0.001435 113054 -49.2463 69.2518 23.0016 89079.9 68919.2 181163 -8.96307 -0.0653768 -0.164394 -0.470435 -1.2134 -0.0659665
  637 159.125 0.089946 0.00089946 115658 -61.2456 63.0078 37.8148 103158 69998.7 173819 0 0 0 0 0 0
  638 159.375 0.095442 0.00095442 104114 -45.6117 63.3723 20.2007 71088.4 71901.9 169352 0 0 0 0 0 0
  639 159.625 0.119654 0.00119654 103832 -55.4129 69.9203 19.046 71792.1 68617 171088 0 0 0 0 0 0
  640 159.875 0.077706 0.00077706 98517.9 -39.6221 28.1617 10.448 65218 45333.3 185002 0 0 0 0 0 0
  641 160.125 0.078652 0.00078652 99577.8 -51.5952 20.8655 2.82492 68826.7 46560.8 183346 0 0 0 0 0 0
  642 160.375 0.079696 0.00079696 98684.1 -30.4876 21.9467 5.15438 65927.5 47271.7 182853 0 0 0 0 0 0
  643 160.625 0.0809 0.000809 98312.5 -40.5456 14.624 2.41868 65093.2 45942.8 183902 0 0 0 0 0 0
  644 160.875 0.082248 0.00082248 96118.8 -41.409 23.4013 8.29101 63190.6 43973.7 181192 0 0 0 0 0 0
  645 161.125 0.083818 0.00083818 95687.6 -44.7455 19.6416 11.5727 64382.3 42358.7 180322 0 0 0 0 0 0
  646 161.375 0.085672 0.00085672 99109.4 -39.3871 24.0146 9.55469 65381.2 46297.1 185650 0 0 0 0 0 0
  647 161.625 0.088 0.00088 98243.3 -37.7213 27.6101 13.7866 64899 45312.1 184519 0 0 0 0 0 0
  648 161.875 0.091052 0.00091052 97186.2 -37.9052 18.9275 24.2506 62941.6 46673.1 181944 0 0 0 0 0 0
  649 162.125 0.095384 0.00095384 103074 -43.579 20.5469 23.5118 73394.5 46832.6 188995 0 0 0 0 0 0
  650 162.375 0.102756 0.00102756 107698 -39.351 28.4923 14.206 77171.5 51326.5 194596 0 0 0 0 0 0
  651 162.625 0.125112 0.00125112 110785 -36.7878 31.9512 9.1283 75152.8 51632 205569 0 0 0 0 0 0
  652 162.875 0.120208 0.00120208 103582 -40.6144 33.997 9.41622 75807.5 47793.7 187145 0 0 0 0 0 0
  653 163.125 0.071146 0.00071146 108365 -50.0268 27.2769 -3.55234 85639.2 47591.3 191864 0 0 0 0 0 0
  654 163.375 0.071966 0.00071966 110067 -60.8678 24.1748 -7.72678 89346.8 48293.8 192561 0 0 0 0 0 0
  655 163.625 0.07289 0.0007289 105990 -46.9016 23.0952 -15.489 83907.5 46672.3 187391 0 0 0 0 0 0
  656 163.875 0.073962 0.00073962 105996 -49.5322 23.188 -11.3624 82842.4 45802.8 189343 0 0 0 0 0 0
  657 164.125 0.07522 0.0007522 105152 -40.9719 22.7333 -13.0268 81441.8 44679.9 189333 0 0 0 0 0 0
  658 164.375 0.076774 0.00076774 106891 -39.5921 32.2439 -15.7261 84045.1 46355.3 190271 0 0 0 0 0 0
  659 164.625 0.078828 0.00078828 104422 -51.1934 27.9438 -10.5637 81148.8 43942.1 188174 0 0 0 0 0 0
  660 164.875 0.08186 0.0008186 105522 -57.3804 30.9104 -11.6112 81078.4 45176 190311 0 0 0 0 0 0
  661 165.125 0.087588 0.00087588 115317 -62.0692 22.9163 -0.973669 84861.5 50432.7 210656 0 0 0 0 0 0
  662 165.375 0.108854 0.00108854 113335 -49.1759 25.242 3.69127 80883.4 51743.3 207378 0 0 0 0 0 0
  663 165.625 0.068808 0.00068808 112107 -52.7669 18.4938 7.82438 80674.8 48543.7 207103 0 0 0 0 0 0
  664 165.875 0.069586 0.00069586 111275 -55.2341 17.6227 11.5347 81129.3 47280.7 205416 0 0 0 0 0 0
  665 166.125 0.070418 0.00070418 122959 -65.4734 17.9838 9.5279 103725 48262.6 216889 0 0 0 0 0 0
  666 166.375 0.071382 0.00071382 130777 -74.5318 15.391 1.97593 119414 48696.7 224221 0 0 0 0 0 0
  667 166.625 0.072532 0.00072532 127007 -68.1091 23.345 11.996 111784 48181.8 221057 0 0 0 0 0 0
  668 166.875 0.073902 0.00073902 121105 -53.6286 31.8214 11.4454 93692.6 48691.1 220931 0 0 0 0 0 0
  669 167.125 0.075668 0.00075668 120403 -54.3907 25.0832 16.0692 94193.8 47239.9 219775 0 0 0 0 0 0
  670 167.375 0.078172 0.00078172 120219 -46.9651 24.1692 10.7327 92416.2 48225.1 220015 0 0 0 0 0 0
  671 167.625 0.082342 0.00082342 120147 -50.3604 26.1796 14.1476 92728.9 48963 218749 0 0 0 0 0 0
  672 167.875 0.094486 0.00094486 121597 -61.8761 27.458 12.6255 94394.2 52098.8 218299 0 0 0 0 0 0
  673 168.125 0.086452 0.00086452 114920 -45.336 25.1633 23.0957 93166.5 49016.7 202577 0 0 0 0 0 0
  674 168.375 0.066544 0.00066544 114510 -38.7987 23.315 23.4816 90690.1 49977.1 202864 0 0 0 0 0 0
  675 168.625 0.06722 0.0006722 120018 -35.6144 37.9498 9.24058 97578.7 56003.4 206472 0 0 0 0 0 0
  676 168.875 0.067882 0.00067882 117243 -40.5492 28.1746 15.4156 93409.8 54023.1 204295 0 0 0 0 0 0
  677 169.125 0.06868 0.0006868 113294 -31.7574 30.6126 13.9005 90741.3 52488.3 196652 0 0 0 0 0 0
  678 169.375 0.069502 0.00069502 112582 -35.4127 28.93 20.5732 89678.5 51873.4 196193 0 0 0 0 0 0
  679 169.625 0.070468 0.00070468 113434 -30.1364 32.6949 8.18631 89408.3 51957.3 198936 0 0 0 0 0 0
  680 169.875 0.07156 0.0007156 114524 -37.0137 35.4906 5.72064 92726.1 51211.7 199636 0 0 0 0 0 0
  681 170.125 0.072802 0.00072802 112698 -51.1081 22.8217 6.3007 92742.5 47315.6 198037 0 0 0 0 0 0
  682 170.375 0.074276 0.00074276 110165 -39.4239 31.759 13.3799 88779.2 47385.9 194331 0 0 0 0 0 0
  683 170.625 0.076086 0.00076086 109112 -47.1443 19.1363 18.8154 89560.7 47034.5 190741 0 0 0 0 0 0
  684 170.875 0.078388 0.00078388 110229 -44.6072 14.2582 16.0965 89219 48195.9 193272 0 0 0 0 0 0
  685 171.125 0.081498 0.00081498 108693 -47.3047 15.6266 31.1416 87988.9 49699.2 188390 0 0 0 0 0 0
  686 171.375 0.086236 0.00086236 105459 -39.8744 13.5234 21.2307 85368.4 48133.2 182876 0 0 0 0 0 0
  687 171.625 0.09542 0.0009542 106480 -50.6385 8.74064 30.8733 87059.4 48614.4 183765 0 0 0 0 0 0
  688 171.875 0.117294 0.00117294 106611 -54.1373 12.1836 22.2249 86739.4 47936 185157 0 0 0 0 0 0
  689 172.125 0.09466 0.0009466 105019 -36.1458 22.6965 14.1029 81312.7 46364.8 187381 0 0 0 0 0 0
  690 172.375 0.059526 0.00059526 107110 -20.9143 32.2154 12.8848 83100.2 48087.4 190142 0 0 0 0 0 0
  691 172.625 0.05998 0.0005998 107198 -28.7896 29.3755 14.2766 84176.7 48499.1 188919 0 0 0 0 0 0
  692 172.875 0.060522 0.00060522 104899 -20.1162 27.428 20.8162 82089.9 46255.8 186352 0 0 0 0 0 0
  693 173.125 0.061102 0.00061102 127975 -43.1684 27.0158 46.0678 115370 48615.2 219940 0 0 0 0 0 0
  694 173.375 0.06174 0.0006174 108232 -23.899 25.9153 16.8679 90613.8 47781.2 186300 0 0 0 0 0 0
  695 173.625 0.062532 0.00062532 109005 -30.5565 33.7513 17.3719 92347.3 48342.5 186326 0 0 0 0 0 0
  696 173.875 0.063418 0.00063418 104680 -42.2086 45.6819 15.0102 83927.1 47919.6 182195 0 0 0 0 0 0
  697 174.125 0.064526 0.00064526 104114 -38.6509 32.6796 11.5754 83355.8 48352.7 180633 0 0 0 0 0 0
  698 174.375 0.066016 0.00066016 104528 -32.4182 37.1406 32.228 81246.6 52479.5 179859 0 0 0 0 0 0
  699 174.625 0.0681 0.000681 102048 -34.7698 36.3789 23.3455 79891.9 48662.4 177589 0 0 0 0 0 0
  700 174.875 0.071664 0.00071664 98585.1 -33.8065 35.457 24.0826 75344.1 46560 173851 0 0 0 0 0 0
  701 175.125 0.080908 0.00080908 97503.6 -33.8766 24.0848 19.6794 75931.7 43626.6 172953 0 0 0 0 0 0
  702 175.375 0.081876 0.00081876 91662 -29.2379 32.8005 7.9685 74446.8 41937.4 158602 0 0 0 0 0 0
  703 175.625 0.055532 0.00055532 84343.5 -32.5286 29.0862 12.8407 76439.4 41741.8 134849 0 0 0 0 0 0
  704 175.875 0.05575 0.0005575 86313.3 -16.1012 37.9518 26.207 77769.7 44984.7 136185 0 0 0 0 0 0
  705 176.125 0.055994 0.00055994 85687.8 -27.4145 36.8495 27.0888 76964.1 44526.4 135573 0 0 0 0 0 0
  706 176.375 0.056212 0.00056212 86883.2 -23.4617 32.2103 23.5645 76983.4 47320.3 136346 0 0 0 0 0 0
  707 176.625 0.05648 0.0005648 86867.6 -23.8019 31.8357 21.8681 77024.6 46955.7 136622 0 0 0 0 0 0
  708 176.875 0.056704 0.00056704 86413.9 -27.1339 26.4558 24.5269 76434 46910.7 135897 0 0 0 0 0 0
  709 177.125 0.056962 0.00056962 87257.4 -34.119 41.2235 14.118 77524.2 47126.7 137121 0 0 0 0 0 0
  710 177.375 0.05723 0.0005723 85112.8 -23.7437 37.4976 28.8601 76327.9 46010.1 133000 0 0 0 0 0 0
  711 177.625 0.057488 0.00057488 86986.1 -14.8157 42.9547 25.6403 77969.8 47860.5 135128 0 0 0 0 0 0
  712 177.875 0.057764 0.00057764 88933.2 -17.9207 34.0929 11.689 77422.7 50451.5 138926 0 0 0 0 0 0
  713 178.125 0.058046 0.00058046 90814.4 -5.97333 30.764 4.07068 79624.3 51373.5 141445 0 0 0 0 0 0
  714 178.375 0.058346 0.00058346 95491.5 -24.6244 35.6672 16.9948 89441 49735.9 147298 0 0 0 0 0 0
  715 178.625 0.058636 0.00058636 106092 -24.4664 39.1975 17.4087 95603.2 52891.8 169781 0 0 0 0 0 0
  716 178.875 0.05895 0.0005895 105071 -24.3374 42.3085 15.2448 93934.3 51708.6 169571 0 0 0 0 0 0
  717 179.125 0.059254 0.00059254 105728 -28.6095 38.5638 19.1179 91791 55390.6 170001 0 0 0 0 0 0
  718 179.375 0.059592 0.00059592 106656 -19.0324 40.5103 7.71707 95261.3 54655.9 170050 0 0 0 0 0 0
  719 179.625 0.059936 0.00059936 106303 -24.6871 37.1472 7.46652 96109.6 52370.1 170430 0 0 0 0 0 0
  720 179.875 0.060278 0.00060278 110516 -31.8841 37.8883 13.8035 109972 52942.9 168633 0 0 0 0 0 0
